ID,TIF DISTRICT,PROJECT NAME,ADDRESS,DEVELOPER,PROJECT ID,PROJECT DESCRIPTION,CDC DATE,APPROVED AMOUNT,TOTAL PROJECT COST,X COORDINATE,Y COORDINATE,LATITUDE,LONGITUDE,LOCATION,Boundaries - ZIP Codes,Community Areas,Zip Codes,Census Tracts,Wards,:@computed_region_awaf_s7ux
1740,Jefferson Park,IGA - CPD - Park 0145 - Wilson,4630 N Milwaukee Av,Chicago Park District,2055,"New playground at 4630 North Milwaukee Avenue, Chicago, Illinois with poured-in place rubberized surfacing, age-appropriate equipment, swings, landscaping, fencing, lighting, paving, and site furnishings. The requested $500,000 in TIF funds includes park design, demolition, drainage, utilities, remediation, earthwork, construction, and related activities.",8/23/11,500000,500000,1140651.776,1930281.625,41.96478289,-87.7582487,"(41.96478288558495, -87.75824870012931)",48,15,21869,260,50,20
1680,Hollywood/Sheridan,IGA - CPD - Park 0385 - Buttercup,4901 N Sheridan Rd,Chicago Park District,1072,"An intergovernmental agreement between the City of Chicago and the Chicago Park District for the overall park development, design and build new ADA accessible playground and spray feature.",4/13/11,1000000,1000000,1168782.86,1932996.779,41.97166866,-87.65473895,"(41.971668654968134, -87.65473895412312)",15,31,22616,635,16,40
12424,35th/Wallace,IGA - CBE - McClellan Elementary - Interior Improvements & Athletic Development,3527 S Wallace St,Chicago Public Schools,,"This is an intergovernmental agreement between DPD and CPS to use TIF financing to fund rehabilitation improvements to McClellan Elementary School. 

The project is located in the Bridgeport neighborhood. 

The project was completed in the December of 2018. The project:
--constructed an exterior elevator addition connecting all four floors
--added accessible toilets. 
--re purposed classroom and cafeteria space to increase capacity   
--built a new track and field with lighting. 
--expanded the school property 75 feet to south by purchasing To do so three adjacent residential lots 

The $4,000,000 project will be paid for entirely with TIF funding.",6/27/18,4000000,4000000,1172917.689,1881398.625,41.82998962,-87.64106579,"(41.829989616224736, -87.64106578961876)",37,58,14924,172,48,26
11100,Near North,IGA - CBE - Walter Payton HS Annex,1034 N Wells St,Chicago Public Schools,,An intergovernmental agreement between the City of Chicago and Chicago Board of Education for construction of a three story addition to Walter Payton High School.,9/24/14,20000000,20000000,1174484.638,1907490.082,41.90155157,-87.63453745,"(41.90155156567868, -87.63453744491137)",54,37,14926,148,46,41
1498,Wilson Yard,Clifton Magnolia Apts,4416 N Clifton Av,Chicago Community Dev Corp,615,"Located in the Uptown community, Clifton Magnolia Apartments rehabilitated 73,000 square feet within two buildings. The project includes 59 multi-family affordable rental apartments ranging from one to four-bedroom units and laundry facilities in the basement.

The borrower would like to take advantage of the favorable financing market by participating in HUD's new Interest Rate Reduction Program.  Due to historically low interest rates, and as an alternative to a refinance under Section 223(f) or Section 223(a)(7), a mortgagor may request reduction of the interest rate on their existing multifamily mortgage loan, thereby significantly  improving the property's cash flow.  DPD, as a junior lien holder, must provide consent to this type of transaction.  Therefore, the borrowers are requesting DPD's approval of the interest rate reduction on the senior HUD loan.",2/9/10,4265000,16408866,1167821.951,1929552.904,41.96223938,-87.65837209,"(41.962239378668905, -87.65837209086241)",15,31,22616,241,39,37
1564,Central Loop,IGA - CPD - Park 0541 - Pritzker,344 S State St,Chicago Park District,779,"Located in the Loop, the Chicago Park District built a public park at State St. and Van Buren St., and completed environmental remediation for the site.",2/7/07,1400000,1400000,1176390.74,1898604.131,41.87712523,-87.62780457,"(41.8771252285041, -87.62780456498845)",29,38,14912,92,10,48
10632,South Works Industrial,IGA - CPD - Steelworks Park (Park 523),3801 E 87th St,Chicago Park District,,"Steelworkers Park (Park 523) is located at 3801 E. 87th Street in the East Side Community Area. The requested $676,000 from South Works TIF funding will be used for removal of old debris remaining from the sites history as a steel plant, creating of a sculpture, fencing, fencing, water drinking fountain, lighting, benches, plantings, creating a climbing wall on the old ore walls, and driveway improvements. 

The park is a component to complete public ownership of the lakefront.

Funding sources:   $676,000 South Works Industrial TIF (100%) 

Project budget:
sculpture                $190,000
fencing                   $130,000
debris removal       $  56,000
utilities                    $180,000
climbing wall           $  60,000
grading                  $   20,000
surveys                  $   20,000
driveway                 $  20,000
Total =                   $ 676,000

TTF approved full amount, but not to include any costs for the sculpture.",11/4/14,676000,676000,1202840.85,1848079.883,41.73784741,-87.53241877,"(41.737847405322036, -87.53241877253016)",25,42,21202,505,47,47
12417,53rd Street,IGA - CBE - ADA - Kenwood Academy III,5015 S Blackstone Av,Chicago Public Schools,,Intergovernmental Agreement between the City of Chicago and Chicago Board of Education,9/1/17,246790,246790,1186813.047,1871954.152,41.80375479,-87.59038395,"(41.80375479070232, -87.59038394544353)",10,5,21192,400,10,1
11954,Wilson Yard,Sarah's on Sheridan,1005 W Leland Av,Sarah's Circle,,"Sarah's Circle will consist of new construction of a six-story elevated supportive housing development, that will contain 38 permanent studio apartments for individuals with a history of chronic homelessness, and a 50-bed interim housing shelter on the second floor.  Building amenities will include case management offices, group meeting rooms, and private consultation rooms, a computer lab, laundry facilities, donations closet, storage, and a commercial grade kitchen and congregate dining hall.

All 38 apartments will receive rental assistance through the Chicago Housing Authority's Project Rental Assistance (PRA) program, or HUD's Continuum of Care program.  The supportive services budget will be supported through a combination of funds from the Department of Family and Supportive Services, as well as various foundations which includes but is not limited to United Way, Polk Bros, and the Chicago Blackhawks.

The developer's for this transaction are Brinshore Development, LLC, and Sarah's Circle, a 501(C)(3) not-for-profit corporation.",1/15/19,3500000,17500000,1168715.467,1931350.065,41.96715149,-87.65503471,"(41.967151487077025, -87.6550347050185)",15,31,22616,241,39,37
1632,Galewood/Armitage Industrial,IGA - CPD - Park 0127 - Rutherford Sayre - I,6865 W Belden Av,Chicago Park District,1011,"The project includes the disassembly of the existing playground which has outdated
equipment and surfacing that do not meet current Chicago Park District standards. The existing
playground will be replaced with new equipment and rubberized soft surfacing, which meet or
exceed Chicago Park District standards and ADA accessibility guidelines, including providing
ramps to play structures where possible. Additional design elements include landscaping with
native, sustainable plantings, fencing, pathways, site amenities, grading/drainage, and drinking
fountains.
14",3/18/09,300000,490000,1130029.212,1914270.442,41.92103535,-87.79767372,"(41.921035354381125, -87.79767371875488)",3,18,4454,136,7,39
500086,47th/King Drive,Legends South C-3 Rental,109 E 43rd St,"Legends C-3, LLC",,"Owner: Legends C-3, LLC 
Developer: BMT I, LLC 
Contractor: Power and Sons, Inc. 
Architect: Landone Bone Baker 
Attorney: Applegate Thorne Thomsen 
Syndicator:Prestige Affordable Housing 
Lead Lender:Continental Mortgage Company 
 
The Legends South C-3 Rental development project consists of seventy-one new construction, mixed income rental units. The site consists of 14 parcels of City-owned land. The project is part of CHA's plan for Transformation and will provide 30 units of replacement public housing.  Additionally, there will be twenty-three LIHTC units, and 18 Unrestricted market rate units. The development will be located in the 3rd Ward, and within the boundaries of the 47th and King Drive TIF district.   
 
The project will include 11 newly constructed buildings varing from three to twelve units, and will be masonry with brick facades.   The building will meet Energy Star Rating requirements and will include green features such as water conserving plumbing fixtured, low/no VOC paints and primers, insulated entry doors, cool roof and reflective paving, and certified and engineered wood products with recycled materials.   
 
The project is a joint venture between Brinshore Development, LLC and The Michaels Development Company.  In addition to all phases of development at Legneds South, the developer has also undertaken the redevelopment efforts at two other CHA sites - Henry Horner Homes aka Westhaven Park, and Ogden-North aka Park Douglas.  In total, Brinshore-Michaels has developed over 1200 mixed-income rental units in the City of Chicago. 
 
Funding Sources 
IHDA         1.5M LIHTC 
CHA Loan  8.7M 
City           $1.4 M in Multifamily Loan, city land, up to 300K in DTC's",10/9/14,3030091,26198944,1177996.41,1876501.43,41.8164375,-87.62258073,"(41.81643749748146, -87.62258073075616)",36,4,4301,393,9,12
1312,43rd/Cottage Grove (DOH),Hearts Multi-Family 2,4258 S Langley Av,Hearts United Phase ll L.P.,117,"Located in Grand Boulevard, the project includes construction of 16 residential structures containing 107 apartments; 75 affordable units at 60% area median income and 27 that are leased by the Chicago Housing Authority.",3/28/00,3400000,17562026,1181605.549,1876686.057,41.81686145,-87.60933602,"(41.81686144828344, -87.60933602328943)",36,4,4301,583,10,1
1518,Lawrence/Kedzie,IGA - CBE - ADA - Peterson - ES - I,5510 N Christiana Av,Chicago Public Schools,656,An intergovernmental agreement between the City of Chicago and the Chicago Board of Education regarding accessibility improvements.,4/13/11,500000,506625,1153016.828,1936489.312,41.98158042,-87.71261988,"(41.981580414778016, -87.71261988426222)",20,13,21849,167,38,46
1340,47th/Ashland,Glazier - Cardinal - 52nd Ashland,5233 S Ashland Av,Cardinal Limited Partnership,165,"The project includes the construction of 12,800 square feet of retail and professional center and parking.",9/10/02,311107,1637411,1166605.125,1869873.757,41.79850137,-87.66455565,"(41.79850136507366, -87.6645556542855)",37,59,14924,790,2,19
12860,43rd/Cottage Grove (DOH),45th Cottage Grove - Phase 1,4400 S Cottage Grove Av,The Michaels Organization,,"4400 Grove is the first phase of the redevelopment of the former Washington Park Homes site, and a CHA Plan Forward site (formerly the Plan for Transformation).  Phase I is the new construction of 84 units in two four-story buildings with ground floor commercial/retail space. 59 units (70% of total units) will be affordable for households earning no more than 60% AMI, and the remaining 25 will be market-rate.",7/10/18,7200000,36999274,1182295.45,1875978.517,41.81490392,-87.60682726,"(41.81490392424132, -87.6068272642158)",36,4,4301,161,10,1
1321,West Ridge Peterson,Target - Peterson Ave,2112 W Peterson Av,Target Corp.,133,"Located in the West Ridge community area, the project includes construction of a 160,000 square feet Target store with 503 parking spaces on the ground level.  The developer will design and construct the building in a manner that will allow it to receive LEED certification and construct a green roof that covers 50% of the net roof area.",2/8/05,4600000,40448695,1161050.535,1939882.982,41.99072922,-87.68297945,"(41.99072921796059, -87.68297945359863)",50,20,4450,43,24,46
10666,47th/State,XS Tennis Village,5256 S State St,XS Tennis,,"The developer is proposing the new construction of a two-story 150,991 square foot tennis and sports facility with a separate 2,500 square foot clubhouse and parking for approximately 160 vehicles.    The tennis and sports facility building will feature 10 regulation size tennis courts, 12 mini tennis courts, a 5,000 square foot fitness center, temporary basketball courts, classrooms and training space. The building will also contain 8 multi-purpose rooms, locker rooms, reception area, players¿ lounge, a pro shop and an observation deck.  The site and parking lot will be accessed from the corner of West 54th Street and South State Street. A dedicated drop-off area, visitor parking, and secure member parking for 160 spaces is provided along the south portion of the site.",8/12/14,2943793,9812643,1177131.044,1869991.662,41.7985937,-87.62595161,"(41.79859369940406, -87.62595160817123)",37,7,14924,218,9,12
1329,67th/Cicero,Midway Village - Sr Affordable,6710 S Keating Av,"SL Midway, LLC",144,"Located in West Lawn community, the project includes construction of a 6-story, 118,000 square foot rental building including: 126 rental units (seniors 62+) including 26 affordable units at 60% area median income, common areas (dining room, lounge, library, media room, etc.), 27,000 square foot garden, and 48 parking spaces.",8/12/03,2750000,18100392,1145960.914,1859632.271,41.77081285,-87.74052198,"(41.77081284778743, -87.74052198052566)",58,63,4300,318,15,23
1304,Diversey/Narragansett,Brickyard,6465 W Diversey Av,"W9/MLM R.E. L.P. and W9/MLM Brickyard, L.L.C.",107,"Located in the Belmont/Cragin community, the project consists of demolishing all buildings on the 50 acre site and constructing a 575,000 square foot retail center with 2,300 parking spaces.",1/14/03,26500000,109959532,1132620.002,1917862.408,41.93084733,-87.78807046,"(41.930847333658065, -87.78807045587668)",3,19,4454,137,44,39
12291,Madden/Wells,Madden Wells - 2-C - Rental Retail,3753 S Cottage Grove Av,"Oakwood Shores Terrace Apartments Associates L.P. and Arches Retail Development, LLC",,"Located in Oakland community, the project includes construction of 48 residential rental units including 36 affordable units at 60% area median income and 28,000 square foot medical clinic and offices.",9/8/09,2100000,23537443,1181949.513,1880150.286,41.82635959,-87.60796701,"(41.82635958660416, -87.60796701189088)",36,2,4301,221,10,1
1322,105th/Vincennes,105th Vincennes,10500 S Vincennes Av,MGM/TGI 105th Street LLC,136,"Located in the Washington Heights community, the project will construct 233 for-sale residential units on a 15 acre site.  There will be 48 affordable units, construction of a park, and street improvements including new interior streets.",12/13/05,11900000,75473873,1168790.431,1835128.933,41.7031099,-87.65754247,"(41.70310989832585, -87.65754247386181)",13,71,22212,630,42,33
1667,47th/King Drive,Educare Family Center,5044 S Wabash Av,Ounce of Prevention Fund,1055,"Ounce of Prevention's Educare Family Center is located on a Chicago Public School property in the Grand Boulevard community.  The project expanded the one-story 24,000 square foot building that houses a total of 13 classrooms, a training room, offices, an industrial kitchen, a secure entrance.  The addition will house a Family Activity and Resource Center, private family consultation and meeting space, a teacher resource center, a state of the art training facility, and administrative space.",8/10/10,400000,2656975,1177533.622,1871403.108,41.80245774,-87.6244326,"(41.8024577384093, -87.62443259498743)",10,4,21192,449,9,12
1371,Pilsen Industrial Corridor,Target - 33rd Damen,1940 W 33rd St,Target Corp.,212,"Located in McKinley Park, the project includes construction of a 139,000 square foot retail shopping center.",5/11/04,5300000,32754095,1163767.336,1882841.84,41.83414739,-87.67459786,"(41.83414738752838, -87.67459785643622)",43,56,14920,192,26,26
1652,Near North,River Village - Site H1,845 N Kingsbury St,River Village Townhomes,1037,"Located in the Near North community, the project includes construction of 78 residential units; 66 townhomes and 12 multi-level units.   There are 18 affordable units at 120% area median income and 25 CHA units.",6/8/04,1362656,4413680,1172155.317,1906146.692,41.89791697,-87.64313292,"(41.89791697400784, -87.64313291918586)",54,37,14926,108,46,41
1334,Midwest,Liberty Square,705 S Independence Bv,"Liberty Square L.P. and H.I.C.A., Inc.",157,"Located in East Garfield Park community, the project consists of construction of 66 residential units in (12) 3-story walk-up buildings and 66 parking spaces. 59 of the units will be affordable at 60% area median income.",4/27/04,1900000,14338917,1151407.461,1896705.24,41.87244138,-87.71958599,"(41.872441377579264, -87.71958599449553)",30,28,21572,704,14,36
1344,Archer Courts,Archer Courts - Phase II - Townhomes,2220 S Princeton Av,Chicago Community Dev Corp,173,New construction; 43 townhomes,5/5/99,3000000,15000000,1174523.054,1889516.333,41.85222961,-87.63493355,"(41.85222960849175, -87.63493354758354)",40,35,21194,3,26,8
11732,Calumet Cermak,Prairie Avenue Pocket Park,2103 S Prairie Av,Metropolitan Pier and Exposition Authority,,"Development of a ½ acre public park with a playground, water feature, dog-friendly area, and passive plaza space.  The new park will be owned, managed and maintained my MPEA.  CenterPoint Properties donated the $5 million cost of the land, MPEA agreed to cover all long-term operating costs, and $2 million in TIF will cover construction costs.",2/10/16,2000000,7000000,1178437.147,1890265.618,41.85419744,-87.62054505,"(41.854197441590465, -87.62054505030855)",40,34,21194,374,9,48
1320,Lake Calumet Area Industrial,Keebler,10839 S Langley Av,"Keebler Company, Inc and Atlantic Financial Group, Ltd.",127,"Located in Pullman, the project includes construction of new structures and rehab existing structures into 290,000 square feet of manufacturing facility.  The project consists of renovating the Central Steel Co property and AFG property.",10/9/01,2056700,18381940,1182906.213,1832842.854,41.69652101,-87.60592476,"(41.69652101160591, -87.6059247612974)",19,47,21861,254,43,30
1500,119th/Halsted,Hancock House Sr Apts,12045 S Emerald Av,Hancock House LP,617,The Hancock House Senior Apartments project is located 119th/Halsted TIF District. The project consist of the construction of a 7-story building containing 89 units of senior housing and 37 parking spaces. 80 units will be affordable. 15 affordable units will be set aside for tenants with less than 30% of AMI.,12/11/07,575000,19163496,1173523.536,1824810.063,41.67469008,-87.64051484,"(41.674690077851416, -87.64051484233987)",19,50,21861,60,22,45
1281,35th/Halsted,Acre,3434 S Halsted St,"Acre Development, LLC",72,"The project includes the construction of a five-story mixed used retail and residential building.  There will be 67 condominiums which will include 14 affordable units and 67 parking spaces for the units.  The 17,000 square foot retail space will have up to seven tenants and 35 parking spaces for retail use.",5/13/03,2593000,20686600,1171492.55,1882019.371,41.8317244,-87.64627639,"(41.831724396177286, -87.6462763924342)",43,58,14920,171,48,26
1441,Humboldt Park Commercial,North Talman - Phase II - Rental Project,2634 W North Av,North and Talman Elderly Limited Partnership,346,"Located in West Town community, the project includes construction of 24 lease-to-sale units, 16 condominiums, and 52 affordable senior rental units including 10 units at 80% area median income and 42 units at 60% area median income.",6/8/04,2450000,16146720,1158397.745,1910575.333,41.91036213,-87.69354177,"(41.91036212545708, -87.69354177402649)",1,25,22535,299,41,24
1264,Division/Hooker,FedEx - W Division,875 W Division St,Federal Express Corp.,52,"Located in Near North Side community area, the project includes construction of 120,000 square foot sorting and distribution facility.",4/29/96,2200000,12402672,1170021.37,1908162.397,41.90349503,-87.65091175,"(41.90349503410579, -87.6509117502969)",49,37,22620,108,46,16
1402,Madden/Wells,Madden Wells - 1-B,3900 S Ellis Av,Madden Wells Phase 1B Associates L.P.,268,"Located in Oakland community, the project includes construction of 162 rental units in townhomes, six-flat, and nine- flat apartment buildings.  115 of those units are affordable units at 60% area median income including 63 public housing units.",12/14/04,3021000,39147230,1182628.736,1879371.531,41.82420687,-87.60549931,"(41.82420686509374, -87.60549931421569)",36,2,4301,221,10,1
1469,Howard/Paulina,IGA - CPD - Park 1043 - Willye B. White,1610 W Howard St,Chicago Park District,578,An intergovernmental agreement between the City of Chicago and Chicago Park District.,9/1/09,800000,7625621,1164144.684,1950385.458,42.01948321,-87.67129976,"(42.01948320661206, -87.67129976073232)",9,10,21853,340,5,3
11040,River West,IGA - CTA - Bus Rapid Transit - Loop - River West,543 W Washington St,Chicago Transit Authority,,An intergovernmental agreement between the City of Chicago and Chicago Transit Authority. -IGA pending,3/10/14,1400000,31500000,1172672.25,1900739.182,41.88306701,-87.64139445,"(41.88306701393534, -87.64139445279993)",45,29,4452,784,36,22
11589,Madison/Austin Corridor,IGA-CBE-Melody,3937 W Wilcox St,Chicago Public Schools,,"Intergovernmental Agreement with the Board of Education of the City of Chicago in order to provide Tax Increment Financing (TIF) funds to reimburse the Chicago Board of Education for the costs associated with the planning, design, and construction of STEM school improvements at Melody Elementary School. Melody STEM school will be housed in the former Delano school building. Improvements include 1) Computer Classroom -provide power for charging station and wireless access point; 2) Engineering labs- provide space for two large classrooms and infrastructure to support the computer labs; 3) Media Classroom - new classroom for recording and editing, and provide power to charging station and wireless access; and 4) Science lab - construction of three new Level 3 labs.",6/25/14,1500000,1500000,1150012.228,1899002.166,41.87877166,-87.72464875,"(41.87877166307884, -87.72464874852157)",30,27,21572,736,23,11
1783,Central West,IGA - CPD - Park 0211 - Skinner - Chueng Phase II Env,1358 W Monroe St,Chicago Park District,2141,An intergovernmental agreement between the City of Chicago and Chicago Park District. -IGA pending,5/16/11,200000,200000,1167112.477,1899709.116,41.88036163,-87.66183971,"(41.880361630140726, -87.6618397064397)",44,29,14917,91,46,41
1695,Pulaski Corridor,North and Pulaski Sr Housing,3939 W North Av,Sacramento and Thomas Corporation,1117,The project entails construction of a five-story affordable rental senior housing building with 21 parking spaces. The project will provide 71 rental units for seniors aged 55 and older. All of the units will be for households whose incomes range at or below 30% to 80% of area median income.,10/9/12,4000000,18213230,1149678.042,1910302.339,41.90978701,-87.72558192,"(41.909787014262776, -87.72558191840169)",5,24,22535,454,49,27
1710,Central Loop,Goodman Theater,170 N Dearborn St,Chicago Theater Group,1143,"Located in the Loop, the project includes construction of a new 800 seat theater, renovation and reconstruction of the exisiting Selwyn and Harris theaters, including the restoration and preservation of their facades, to accommodate a smaller, more flexible 400-seat theater.  The project also includes the development of the vacant northwest corner of Randolph and Dearborn Streets to accommodate lobby, a restaurant, and retail uses complementary to the development.",7/8/97,18800000,59583000,1175871.193,1901521.524,41.88514243,-87.62962434,"(41.88514242565978, -87.62962433514399)",42,38,14309,92,36,22
1421,Near South <Central Station,Sr Suites - 1400 S Indiana,1400 S Indiana Av,Chicago Central Station L.P. and Senior Suites Chicago Corp.,289,"Located in the Near South Side community area, the project includes construction of 71,000 square foot residential building for senior citizens.  The senior housing will have 96 units.",5/19/95,960000,9527428,1177842.094,1893842.68,41.86402667,-87.62262043,"(41.864026664933036, -87.62262042699355)",35,34,14913,374,9,48
1339,Kinzie Industrial Corridor,HWUC - Erie Co-Op,600 N Troy St,Erie Cooperative L.P.,162,"The project includes construction of 87 affordable units and 88 parking spaces.  The project will be a rental property for first 15 years, and then converted to co-op units.",9/24/02,1000000,17624718,1155228.79,1903859.688,41.89199806,-87.70536393,"(41.89199806231193, -87.70536392890175)",28,24,21184,177,46,41
1763,Midwest,IGA - CPD - Park 0218 - Douglas,1401 S Sacramento Av,Chicago Park District,2116,An intergovernmental agreement between the City of Chicago and the Chicago Park District  CHICAGO PARK DISTRICT,11/1/13,2000000,2060000,1156259.037,1893264.845,41.862904,-87.70186655,"(41.86290400128565, -87.70186654467679)",57,30,21569,132,14,36
12080,Foster/Edens,Edens Collections,4635 W Foster Av,Jaffe Cos,,"Located in the Albany Park community area, the project includes constructing 170,000 square feet of new retail development.",3/13/18,15500000,58590611,1144400.437,1934125.494,41.97526089,-87.74436852,"(41.975260892885174, -87.74436852420774)",48,14,21869,751,38,28
11721,Western Avenue North,IGA - CBE - Amundsen HS II,5110 N Damen Av,Chicago Public Schools,,"An intergovernmental agreement with the City and the Chicago Board of Education to provide Tax Increment Financing (TIF) funds to reimburse the Chicago Board of Education.This project includes the costs associated with the planning, design, and construction of two new computer classrooms, upgraded wireless access, updated lunchroom, and modernized auditorium
or the Roald Amundsen High School. CPS will contribute the new furniture and computers to the
project.",5/20/15,500000,552482,1162034.157,1934187.196,41.97507922,-87.67952139,"(41.97507921514951, -87.67952139085273)",20,6,21849,106,24,13
1060,Western/Ogden,The American National Red Cross - Rauner Center,2200 W Harrison St,The American National Red Cross,,"The American National Red Cross Rauner Center project is located in the Western/Ogden TIF district. The project consists of the relocation of a blood distribution/collection center from 310 S. Racine to 2200 W. Harrison Avenue. The project includes the relocation project is to include the expansion, redesign and reconfiguration of existing vacant office space at the Rauner Center, and the retention and creation of 116 jobs.",7/10/12,500000,2625056,1161784.22,1897376.408,41.8740732,-87.68146954,"(41.874073204146015, -87.68146953717287)",28,29,21184,89,23,48
1659,Goose Island,WaterSaver Faucet,708 W Erie St,"Raffin Properties, Inc.",1046,"The WaterSaver Faucet II project is located in the River West TIF District. The project consists of rehabilitation and modernization of an existing 79,200 square floor manufacturing facility and a 45,000 square feet, 3-story expansion.",8/10/10,5200000,26227785,1171288.458,1904530.578,41.89350135,-87.64636431,"(41.89350135273844, -87.64636431115713)",55,25,4446,109,46,41
1550,47th/Halsted,IGA - CPD - Park 1025 - Taylor Lauridsen - I,647 W Root St,Chicago Park District,734,An intergovernmental agreement between the City of Chicago and Chicago Park District.,4/29/08,2500000,9450064,1172477.471,1877338.138,41.81885699,-87.64280068,"(41.81885698749905, -87.64280068275616)",37,59,14924,123,48,26
11041,47th/State,IGA - CBE - Burke HS,5356 S Dr Martin Luther King Jr Dr,Chicago Public Schools,,Burke High School - IGA pending,8/12/13,1000000,1200000,1179801.469,1869357.523,41.79679285,-87.61617809,"(41.79679284535837, -87.61617809193172)",10,7,21192,401,9,12
1780,Devon/Western,IGA - CPD - Park - Rosehill Cemetery,5600 N Western Av,Chicago Park District,2137,An intergovernmental agreement between the City of Chicago and the Chicago Park District,8/15/12,700000,3500000,1159271.478,1937145.967,41.98325562,-87.68959891,"(41.9832556241999, -87.68959891449154)",50,20,4450,15,24,46
12449,Portage Park,IGA-CBE-Schurz Athletic Field,3601 N Milwaukee Av,Chicago Public Schools,,"Schurz High School is located in the Irving Park Community Area.  TIF financing will be used to create an athletic field including a synthetic turf, landscape improvements, permeable paving, new drainage and infrastructure improvements.",11/8/17,2700000,2700000,1146851.198,1923627.843,41.94640794,-87.73562542,"(41.946407935599396, -87.73562541572448)",21,16,22618,327,50,25
1255,Central Loop,Hostel,24 E Congress Dr,"American Youth Hostels-Chicago, Inc.",43,"Located in the Loop, the project redevelops the building into a 250 bed youth hostel, 120 dormitory rooms for Columbia College students, an international student center, and street retail on Wabash and Congress Pkwy.",9/8/98,3530000,14000000,1176693.823,1898118.392,41.87578549,-87.62670643,"(41.87578548951963, -87.62670642508995)",35,38,14913,367,10,48
1431,Stockyards I-C,Yards Shopping Center,4600 S Damen Av,"Yards Developers, Inc.",302,"Located in the New City community area, the project includes construction of a 255,000 square foot shopping center and other related improvements.",5/24/89,2915000,21915000,1163687.986,1874126.786,41.81023397,-87.67513398,"(41.810233972353814, -87.67513397771609)",37,59,14924,706,1,29
10738,LaSalle Central,IGA - CTA - Quincy Loop Station,220 S Wells St,Chicago Transit Authority,,An intergovernmental agreement between the City of Chicago and the Chicago Transit Authority,12/11/13,15700000,15700000,1174727.211,1899161.595,41.8786923,-87.63389582,"(41.87869230406452, -87.63389581764326)",46,38,14914,92,36,48
1618,Northwest Industrial Corridor,IGA - CPD - Park 0407 - Orr,744 N Pulaski Rd,Chicago Park District,943,Intergovernmental Agreement between the City of Chicago and the Chicago Park District,4/28/09,600000,2606000,1149544.852,1904852.151,41.89483374,-87.72621291,"(41.89483373826817, -87.72621290535476)",30,24,21572,99,45,11
1279,Near South <Central Station,Central Station,1201 S Indiana Av,CENTRAL STATION DEV COW,69,"The project is Phase I of a large-scale housing development project located on a 72 acre site.  This phase of the project includes demolition, site prepration, and public and private infrastructure improvements in prepartion for the larger housing development project.  The Forest City Central Station was a subsequent phase of this housing project.",9/18/90,11494400,14678000,1177890.079,1895073.175,41.86740213,-87.62240687,"(41.86740212676953, -87.62240686792386)",35,34,14913,374,9,48
1708,47th/King Drive,IGA - Harold Washington Cultural Center,4701 S Dr Martin Luther King Jr Dr,Board of Trustees Community College,1141,An intergovernmental agreement between the City of Chicago and the Public Building Commission,11/3/10,1468172,1468172,1179692.144,1873912.719,41.8092952,-87.61643967,"(41.80929520397561, -87.61643966919897)",10,4,21192,447,9,12
1637,Pilsen Industrial Corridor,IGA - CBE - Whittier ES,1900 W 23rd St,Chicago Public Schools,1018,"This project involves making significant infrastructure improvements to the main building and athletic fields at Whittier Elementary School. These improvements preserve the integrity of the building and ensure a healthy and safe classroom environment. Specifically, the school received a new library space, ADA drinking fountains, doors, security cameras, science classrooms, computer room, lunch room, warming kitchen modifications, parent room, lockers, and a unisex toilet. Exterior improvements included parking lot improvements, fencing, a double lot play lot including basketball courts, new playground, artificial turf field, and drainage improvements.",5/6/15,2887000,3805000,1164042.174,1888805.999,41.85050786,-87.67342126,"(41.85050785981925, -87.67342126172662)",43,33,14920,126,26,8
1590,Englewood Mall,Englewood Apts,901 W 63rd St,901 West 63rd L.P. and Mercy Housing Lakefront,828,"Located in the Englewood community area, the project includes construction of a new six-story building with 99 affordable rental units.  The project will provide studio units to the homeless, the disabled and very low-income persons from CHA waiting lists.  Gross rents will be at or below 60% area median income.",10/14/08,2000000,16672386,1171373.661,1863023.368,41.77959999,-87.64726896,"(41.779599991349166, -87.64726895976104)",11,66,21559,436,2,19
10776,Pilsen Industrial Corridor,IGA - CPD - Dvorak Park,1119 W Cullerton St,Chicago Park District,,An intergovernmental agreement between the City of Chicago and Chicago Park District.,3/18/15,996438,1596438,1169344.838,1890530.074,41.8551254,-87.65390951,"(41.85512539908426, -87.65390951290289)",43,33,14920,251,26,8
11801,Western Avenue North,IGA - CBE - Amundsen HS III - CTE,5110 N Damen Av,Chicago Public Schools,,"This project includes the costs associated with converting an existing computer lab into a website design training lab and existing classrooms into a standard computer lab. Project work includes providing new wireless access points and power/data for overhead projectors, improvements to classroom flooring, painting of walls and ceilings in classrooms, and new attached marker boards.",3/16/16,760000,795000,1162034.157,1934187.196,41.97507922,-87.67952139,"(41.97507921514951, -87.67952139085273)",20,6,21849,106,24,13
1772,67th/Cicero,IGA - CPD - Park 0484 - Madigan Fields,4701 W 67th St,Chicago Park District,2126,Intergovernmental agreement between the City of Chicago and the Chicago Park District.,9/9/09,2824023,2824023,1146192.524,1859722.229,41.77105533,-87.7396707,"(41.77105532538856, -87.73967069610723)",58,63,4300,318,15,23
